 
  1,197EF5A6,-1.3743,-0.5806,-9.9997, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,50420195.0,IMU
  1,E6FEE52, 1.1771, 0.0960,-11.3223, 5.9326, 0.4834,-84.0454,-285.8266,571.4868,-966.1816,50501899.0,IMU
  1,E6FEE52,-1.3585, 0.5376,-9.7242,-7.9376, 3.1366,-81.4581,-661.7505,642.5464,-955.8325,52785180.0,IMU
  1,E6FEE52,-1.3585, 0.5565,-9.7259,-7.9376, 3.2465,-81.4197,-661.7505,642.9858,-955.6787,53563305.0,IMU
  1,197EF5A6,-1.2322,-0.5582,-9.9286, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,53479726.0,IMU
  1,E6FEE52,-1.3494, 0.5655,-9.7242,-7.8882, 3.2959,-81.4471,-661.5527,643.1836,-955.7886,56662680.0,IMU
  1,197EF5A6,-1.2687,-0.5359,-10.0748, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,56575351.0,IMU
  1,E6FEE52,-1.3486, 0.5869,-9.7250,-7.8827, 3.4222,-81.4032,-661.5308,643.6890,-955.6128,65961743.0,IMU
  1,E6FEE52,-1.4963, 0.3940,-11.1689,-7.4982, 2.0050,-82.1173,-659.9927,638.0200,-958.4692,74495336.0,IMU
  1,197EF5A6,-1.3175,-0.5237,-10.0037, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,74376601.0,IMU
  1,E6FEE52,-1.3461, 0.5836,-9.7209,-7.8717, 3.4058,-81.4197,-661.4868,643.6230,-955.6787,65183618.0,IMU
  1,197EF5A6,-1.2931,-0.5095,-10.0991, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,74933008.0,IMU
  1,E6FEE52,-1.3330, 0.5992,-9.7300,-7.7893, 3.4937,-81.4636,-661.1572,643.9746,-955.8545,75375649.0,IMU
  1,E6FEE52,-1.3076, 0.6197,-9.7406,-7.6300, 3.6090,-81.5515,-660.5200,644.4360,-956.2061,75400961.0,IMU
  1,197EF5A6,-1.2687,-0.5319,-10.0545, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,74062070.0,IMU
  1,E6FEE52,-1.3108, 0.6345,-9.7324,-7.6575, 3.6969,-81.4911,-660.6299,644.7876,-955.9644,75413618.0,IMU
  1,197EF5A6,-0.8242,-0.6618,-8.8304, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,75295820.0,IMU
  1,E6FEE52,-1.3182, 0.6082,-9.7365,-7.6959, 3.5431,-81.5240,-660.7837,644.1724,-956.0962,75439399.0,IMU
  1,197EF5A6,-4.5918,-0.9581,-10.9822, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,75319727.0,IMU
  1,E6FEE52,-1.3043, 0.8331,-9.7144,-7.6190, 4.8615,-80.9528,-660.4761,649.4458,-953.8110,48996743.0,IMU
  1,197EF5A6,-5.3470,-1.1307,-6.8085, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,48920664.0,IMU
  1,197EF5A6,-1.2870,-0.4588,-10.0464, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,74920820.0,IMU
  1,E6FEE52,-1.3240, 0.6411,-9.7127,-7.7509, 3.7463,-81.3922,-661.0034,644.9854,-955.5688,75043774.0,IMU
  1,197EF5A6,-1.4332,-0.6273,-10.1174, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,50456758.0,IMU
  1,E6FEE52, 1.8280,-0.6082,-8.9329,11.5356,-3.8177,-77.8326,-146.2297,523.8685,-941.3306,50539868.0,IMU
  1,E6FEE52, 1.4635,-0.3259,-10.1502, 8.2013,-1.8237,-81.5955,177.8159,456.0439,-956.3818,50629399.0,IMU
  1,197EF5A6,-1.3093,-0.6191,-9.9895, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,74049883.0,IMU
  1,E6FEE52,-1.3035, 0.6197,-9.6988,-7.6410, 3.6255,-81.5350,-660.5640,644.5020,-956.1401,75426274.0,IMU
  1,197EF5A6,-4.7968, 0.3573,-12.0134, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,75307539.0,IMU
  1,E6FEE52, 1.1007,-0.4941,-10.3874, 6.0645,-2.7081,-83.3313,201.2627,444.1198,-963.3252,50642055.0,IMU
  1,197EF5A6,-1.2667,-0.7430,-10.0565, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,76081445.0,IMU
  1,E6FEE52,-1.3084, 0.6181,-9.7226,-7.6520, 3.6035,-81.5350,-660.6079,644.4141,-956.1401,76204868.0,IMU
  1,197EF5A6,-1.2708,-0.5339,-10.1864, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,74037695.0,IMU
  1,197EF5A6,-1.2403,-0.4263,-10.1012, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,74944726.0,IMU
  1,E6FEE52,-1.3043, 0.8356,-9.7094,-7.6245, 4.8779,-80.9363,-660.4980,649.5117,-953.7451,49838618.0,IMU
  1,E6FEE52, 1.8042,-0.7634,-9.5469,10.6677,-4.4934,-78.4039,154.6609,450.1178,-943.6157,50616743.0,IMU
  1,197EF5A6,-1.4047,-0.6070,-9.9997, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,50432382.0,IMU
  1,E6FEE52, 1.2247,-0.4424,-9.2834, 7.5092,-2.7081,-82.0129,-250.3526,553.2528,-958.0518,50514555.0,IMU
  1,197EF5A6,-1.4596,-0.6131,-10.0930, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,51230664.0,IMU
  1,197EF5A6,-1.3053,-0.4791,-10.0200, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,51375508.0,IMU
  1,E6FEE52,-1.3937, 0.2947,-9.7423,-8.1354, 1.7139,-81.6888,-662.5415,-133.4660,-956.7554,51458618.0,IMU
  1,197EF5A6,-2.3873,-1.1977,-12.2326, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,49694570.0,IMU
  1,E6FEE52,-1.3117, 0.8225,-9.7078,-7.6630, 4.7955,-80.9473,-660.6519,649.1821,-953.7891,49774399.0,IMU
  1,197EF5A6,-1.3499,-0.6374,-9.9773, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,50444570.0,IMU
  1,E6FEE52, 1.5259,-0.4334,-8.2820,10.4260,-2.9443,-79.1565,-200.8136,540.2936,-946.6260,50527212.0,IMU
  1,197EF5A6,-1.3053,-0.6374,-10.0829, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,51399883.0,IMU
  1,E6FEE52,-1.3782, 0.4260,-9.7259,-8.0585, 2.4829,-81.5680,-662.2339,-108.4721,-956.2720,51483930.0,IMU
  1,E6FEE52,-1.3059, 0.6484,-9.7300,-7.6300, 3.7793,-81.4801,-660.5200,645.1172,-955.9204,75464711.0,IMU
  1,197EF5A6,-6.2868,-0.4994,-5.6738, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,75344101.0,IMU
  1,E6FEE52,-1.3108, 0.6205,-9.7291,-7.6575, 3.6200,-81.5240,-660.6299,644.4800,-956.0962,76064243.0,IMU
  1,197EF5A6,-1.3459,-0.5582,-9.8880, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,51387695.0,IMU
  1,E6FEE52,-1.3814, 0.3735,-9.7300,-8.0750, 2.1753,-81.6339,-662.2998,-120.3961,-956.5356,51471274.0,IMU
  1,197EF5A6,-1.3804,-0.5522,-9.9936, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,51412070.0,IMU
  1,E6FEE52,-1.3765, 0.4383,-9.7185,-8.0585, 2.5543,-81.5515,-662.2339,-97.4641,-956.2061,51496586.0,IMU
  1,E6FEE52,-1.3035, 0.6443,-9.7185,-7.6245, 3.7628,-81.4966,-660.4980,645.0513,-955.9863,75452055.0,IMU
  1,197EF5A6,-7.3018, 0.1177,-9.1390, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,75331914.0,IMU
  1,E6FEE52,-1.3100, 0.8184,-9.7160,-7.6575, 4.7736,-80.9692,-660.6299,649.0942,-953.8770,49863930.0,IMU
  1,E6FEE52,-1.3100, 0.8274,-9.7094,-7.6575, 4.8285,-80.9363,-660.6299,649.3140,-953.7451,49876586.0,IMU
  1,E6FEE52,-1.3043, 0.8208,-9.7193,-7.6190, 4.7845,-80.9912,-660.4761,649.1382,-953.9648,49851274.0,IMU
  1,197EF5A6,-1.2789,-0.6009,-10.0118, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,51435976.0,IMU
