time,device,cpu,timestamp,str,dtype,fft,tstamp,host
02/21/23 12:45 PM,E6FEE52,,365,"  1,E6FEE52, 0.3669,-1.5563,-9.7037, 2.1368,-9.1077,-80.6451,638.5474,-666.4307,-952.5806,2424234204.0,IMU",1,0,2424234204,
02/21/23 12:45 PM,E6FEE52,,369,"  1,E6FEE52, 0.3661,-1.5538,-9.7029, 2.1368,-9.0967,-80.6561,638.5474,-666.3867,-952.6245,2424243579.0,IMU",1,0,2424243579,
02/21/23 12:45 PM,E6FEE52,,373,"  1,E6FEE52, 0.3677,-1.5571,-9.7029, 2.1423,-9.1077,-80.6451,638.5693,-666.4307,-952.5806,2424252954.0,IMU",1,0,2424252954,
02/21/23 12:45 PM,E6FEE52,,377,"  1,E6FEE52, 0.3661,-1.5554,-9.7004, 2.1368,-9.1077,-80.6506,638.5474,-666.4307,-952.6025,2424262329.0,IMU",1,0,2424262329,
02/21/23 12:45 PM,E6FEE52,,381,"  1,E6FEE52, 0.3644,-1.5554,-9.6996, 2.1259,-9.1022,-80.6506,638.5034,-666.4087,-952.6025,2424271704.0,IMU",1,0,2424271704,
02/21/23 12:45 PM,E6FEE52,,385,"  1,E6FEE52, 0.3677,-1.5571,-9.7029, 2.1478,-9.1132,-80.6396,638.5913,-666.4526,-952.5586,2424281079.0,IMU",1,0,2424281079,
02/21/23 12:45 PM,E6FEE52,,389,"  1,E6FEE52, 0.3661,-1.5571,-9.7037, 2.1368,-9.1132,-80.6396,638.5474,-666.4526,-952.5586,2424290454.0,IMU",1,0,2424290454,
02/21/23 12:45 PM,E6FEE52,,393,"  1,E6FEE52, 0.3677,-1.5530,-9.7029, 2.1423,-9.0912,-80.6616,638.5693,-666.3647,-952.6465,2424299829.0,IMU",1,0,2424299829,
02/21/23 12:45 PM,E6FEE52,,397,"  1,E6FEE52, 0.3669,-1.5554,-9.7021, 2.1368,-9.1022,-80.6506,638.5474,-666.4087,-952.6025,2424309204.0,IMU",1,0,2424309204,
02/21/23 12:45 PM,E6FEE52,,401,"  1,E6FEE52, 0.3669,-1.5530,-9.7004, 2.1368,-9.0912,-80.6561,638.5474,-666.3647,-952.6245,2424318579.0,IMU",1,0,2424318579,
02/21/23 12:45 PM,E6FEE52,,405,"  1,E6FEE52, 0.3685,-1.5563,-9.6996, 2.1478,-9.1077,-80.6396,638.5913,-666.4307,-952.5586,2424327954.0,IMU",1,0,2424327954,
02/21/23 12:45 PM,E6FEE52,,409,"  1,E6FEE52, 0.3685,-1.5587,-9.7029, 2.1478,-9.1187,-80.6342,638.5913,-666.4746,-952.5366,2424337329.0,IMU",1,0,2424337329,
02/21/23 12:45 PM,E6FEE52,,413,"  1,E6FEE52, 0.3653,-1.5538,-9.7021, 2.1259,-9.0967,-80.6616,638.5034,-666.3867,-952.6465,2424346704.0,IMU",1,0,2424346704,
02/21/23 12:45 PM,E6FEE52,,417,"  1,E6FEE52, 0.3669,-1.5571,-9.7004, 2.1368,-9.1132,-80.6396,638.5474,-666.4526,-952.5586,2424356079.0,IMU",1,0,2424356079,
02/21/23 12:45 PM,E6FEE52,,421,"  1,E6FEE52, 0.3694,-1.5546,-9.7021, 2.1478,-9.0967,-80.6506,638.5913,-666.3867,-952.6025,2424365454.0,IMU",1,0,2424365454,
02/21/23 12:45 PM,E6FEE52,,425,"  1,E6FEE52, 0.3677,-1.5554,-9.6996, 2.1423,-9.1077,-80.6451,638.5693,-666.4307,-952.5806,2424374829.0,IMU",1,0,2424374829,
02/21/23 12:45 PM,E6FEE52,,429,"  1,E6FEE52, 0.3669,-1.5587,-9.7012, 2.1368,-9.1241,-80.6287,638.5474,-666.4966,-952.5146,2424384204.0,IMU",1,0,2424384204,
02/21/23 12:45 PM,E6FEE52,,433,"  1,E6FEE52, 0.3653,-1.5538,-9.7045, 2.1259,-9.0912,-80.6616,638.5034,-666.3647,-952.6465,2424393579.0,IMU",1,0,2424393579,
02/21/23 12:45 PM,E6FEE52,,437,"  1,E6FEE52, 0.3677,-1.5563,-9.7029, 2.1423,-9.1077,-80.6451,638.5693,-666.4307,-952.5806,2424402954.0,IMU",1,0,2424402954,
02/21/23 12:45 PM,E6FEE52,,441,"  1,E6FEE52, 0.3677,-1.5546,-9.7029, 2.1423,-9.0967,-80.6561,638.5693,-666.3867,-952.6245,2424412329.0,IMU",1,0,2424412329,
02/21/23 12:45 PM,E6FEE52,,445,"  1,E6FEE52, 0.3661,-1.5522,-9.7004, 2.1368,-9.0857,-80.6671,638.5474,-666.3428,-952.6685,2424421704.0,IMU",1,0,2424421704,
02/21/23 12:45 PM,E6FEE52,,449,"  1,E6FEE52, 0.3669,-1.5596,-9.6996, 2.1368,-9.1296,-80.6232,638.5474,-666.5186,-952.4927,2424431079.0,IMU",1,0,2424431079,
02/21/23 12:45 PM,E6FEE52,,453,"  1,E6FEE52, 0.3661,-1.5571,-9.7021, 2.1368,-9.1132,-80.6396,638.5474,-666.4526,-952.5586,2424440454.0,IMU",1,0,2424440454,
02/21/23 12:45 PM,E6FEE52,,457,"  1,E6FEE52, 0.3669,-1.5571,-9.7053, 2.1368,-9.1077,-80.6451,638.5474,-666.4307,-952.5806,2424449829.0,IMU",1,0,2424449829,
02/21/23 12:45 PM,E6FEE52,,461,"  1,E6FEE52, 0.3669,-1.5554,-9.7021, 2.1368,-9.1077,-80.6506,638.5474,-666.4307,-952.6025,2424459204.0,IMU",1,0,2424459204,
02/21/23 12:45 PM,E6FEE52,,465,"  1,E6FEE52, 0.3702,-1.5538,-9.7029, 2.1588,-9.0967,-80.6561,638.6353,-666.3867,-952.6245,2424468579.0,IMU",1,0,2424468579,
